Job_ID,Job_Title,Skills_Required,Tech_Stack,Company_Name,Location,Experience_Level,Salary_Range,Job_Type,Industry,Date_Posted,job_status,Apply Here
263,IT Support Specialist,"Windows, Linux, Troubleshooting, Networking, Hardware","Windows, Linux, Troubleshooting, Networking, Hardware","Snyder, Leon and Navarro",Gurgaon,1-3 years,15 LPA- 25 LPA,Contract,IT,10-02-2024,closed,
264,DevOps Engineer,"Linux, Jenkins, Docker, Kubernetes, AWS, Ansible","Linux, Jenkins, Docker, Kubernetes, AWS, Ansible","Martin, Jordan and Moore",Pune,Fresher,3 LPA- 6 LPA,Contract,IT,10-02-2024,closed,
265,AI/ML Engineer,"Python, TensorFlow, PyTorch, NLP, Computer Vision, NumPy","Python, TensorFlow, PyTorch, NLP, Computer Vision, NumPy","Garcia, Meyers and Ball",Noida,5+ years,3 LPA- 6 LPA,Freelance,IT,11-02-2024,closed,
266,IT Support Specialist,"Windows, Linux, Troubleshooting, Networking, Hardware","Windows, Linux, Troubleshooting, Networking, Hardware",Carpenter-Cabrera,Bangalore,1-3 years,3 LPA- 6 LPA,Internship,IT,11-02-2024,closed,
267,Backend Developer,"Java, Node.js, Python, Spring Boot, MongoDB, PostgreSQL","Java, Node.js, Python, Spring Boot, MongoDB, PostgreSQL",Patel and Sons,Kolkata,5+ years,15 LPA- 25 LPA,Contract,IT,11-02-2024,closed,
268,Game Developer,"C++, Unity, Unreal Engine, Game Physics, 3D Modeling","C++, Unity, Unreal Engine, Game Physics, 3D Modeling",Mann-Hampton,Remote,5+ years,3 LPA- 6 LPA,Contract,IT,13-02-2024,closed,
269,Mobile App Developer,"Kotlin, Swift, Flutter, Android Studio, iOS Development","Kotlin, Swift, Flutter, Android Studio, iOS Development","Snow, Moore and Knight",Remote,1-3 years,6 LPA- 10 LPA,Freelance,IT,13-02-2024,closed,
270,QA Engineer,"Selenium, JUnit, Postman, Manual Testing, Automation Testing","Selenium, JUnit, Postman, Manual Testing, Automation Testing","Sweeney, Andrews and Smith",Delhi,5+ years,15 LPA- 25 LPA,Freelance,IT,13-02-2024,closed,
271,Frontend Developer,"HTML, CSS, JavaScript, React.js, Angular, Vue.js","HTML, CSS, JavaScript, React.js, Angular, Vue.js","Terry, Gomez and Hogan",Hyderabad,Fresher,3 LPA- 6 LPA,Internship,IT,13-02-2024,closed,
272,Backend Developer,"Java, Node.js, Python, Spring Boot, MongoDB, PostgreSQL","Java, Node.js, Python, Spring Boot, MongoDB, PostgreSQL",Miller Group,Gurgaon,5+ years,10 LPA- 15 LPA,Freelance,IT,14-02-2024,closed,
273,Mobile App Developer,"Kotlin, Swift, Flutter, Android Studio, iOS Development","Kotlin, Swift, Flutter, Android Studio, iOS Development",Thomas PLC,Pune,1-3 years,6 LPA- 10 LPA,Freelance,IT,14-02-2024,closed,
274,Mobile App Developer,"Kotlin, Swift, Flutter, Android Studio, iOS Development","Kotlin, Swift, Flutter, Android Studio, iOS Development",Nelson-Sharp,Mumbai,Fresher,15 LPA- 25 LPA,Internship,IT,14-02-2024,closed,
275,Cybersecurity Analyst,"Linux, Firewalls, SIEM, Wireshark, Penetration Testing","Linux, Firewalls, SIEM, Wireshark, Penetration Testing","Carey, Rodgers and Hernandez",Noida,5+ years,15 LPA- 25 LPA,Contract,IT,14-02-2024,closed,
276,AI/ML Engineer,"Python, TensorFlow, PyTorch, NLP, Computer Vision, NumPy","Python, TensorFlow, PyTorch, NLP, Computer Vision, NumPy",Paul-Thomas,Kolkata,Fresher,15 LPA- 25 LPA,Internship,IT,15-02-2024,closed,
277,Backend Developer,"Java, Node.js, Python, Spring Boot, MongoDB, PostgreSQL","Java, Node.js, Python, Spring Boot, MongoDB, PostgreSQL",Mays-Davis,Mumbai,5+ years,15 LPA- 25 LPA,Full-time,IT,15-02-2024,closed,
278,Cybersecurity Analyst,"Linux, Firewalls, SIEM, Wireshark, Penetration Testing","Linux, Firewalls, SIEM, Wireshark, Penetration Testing",Everett PLC,Noida,Fresher,10 LPA- 15 LPA,Internship,IT,16-02-2024,closed,
279,Software Engineer,"Python, Java, C++, Git, Docker, Kubernetes","Python, Java, C++, Git, Docker, Kubernetes",Morton PLC,Gurgaon,3-5 years,3 LPA- 6 LPA,Internship,IT,16-02-2024,closed,
280,Database Administrator,"MySQL, PostgreSQL, MongoDB, Oracle, SQL","MySQL, PostgreSQL, MongoDB, Oracle, SQL","Wong, Perez and Fowler",Mumbai,5+ years,15 LPA- 25 LPA,Internship,IT,16-02-2024,closed,
281,AI/ML Engineer,"Python, TensorFlow, PyTorch, NLP, Computer Vision, NumPy","Python, TensorFlow, PyTorch, NLP, Computer Vision, NumPy",Hamilton Group,Kolkata,1-3 years,6 LPA- 10 LPA,Contract,IT,18-02-2024,closed,
282,Cybersecurity Analyst,"Linux, Firewalls, SIEM, Wireshark, Penetration Testing","Linux, Firewalls, SIEM, Wireshark, Penetration Testing","Mcclure, Blackwell and Huber",Hyderabad,5+ years,15 LPA- 25 LPA,Freelance,IT,18-02-2024,closed,
283,QA Engineer,"Selenium, JUnit, Postman, Manual Testing, Automation Testing","Selenium, JUnit, Postman, Manual Testing, Automation Testing","Blackwell, Mendoza and Boone",Remote,3-5 years,10 LPA- 15 LPA,Internship,IT,18-02-2024,closed,
284,Game Developer,"C++, Unity, Unreal Engine, Game Physics, 3D Modeling","C++, Unity, Unreal Engine, Game Physics, 3D Modeling",Olson-Adams,Mumbai,Fresher,10 LPA- 15 LPA,Full-time,IT,19-02-2024,closed,
285,Frontend Developer,"HTML, CSS, JavaScript, React.js, Angular, Vue.js","HTML, CSS, JavaScript, React.js, Angular, Vue.js",Lopez-Anderson,Pune,3-5 years,10 LPA- 15 LPA,Freelance,IT,19-02-2024,closed,
286,Full Stack Developer,"JavaScript, Node.js, React.js, MongoDB, Express.js, Docker","JavaScript, Node.js, React.js, MongoDB, Express.js, Docker","Wilson, Lynch and Ortiz",Kolkata,5+ years,3 LPA- 6 LPA,Contract,IT,19-02-2024,closed,
287,Full Stack Developer,"JavaScript, Node.js, React.js, MongoDB, Express.js, Docker","JavaScript, Node.js, React.js, MongoDB, Express.js, Docker",Skinner LLC,Gurgaon,5+ years,6 LPA- 10 LPA,Full-time,IT,19-02-2024,closed,
288,Cloud Engineer,"AWS, Azure, GCP, Docker, Kubernetes, Terraform","AWS, Azure, GCP, Docker, Kubernetes, Terraform","Thompson, Wheeler and Myers",Pune,5+ years,15 LPA- 25 LPA,Contract,IT,19-02-2024,closed,
289,Cybersecurity Analyst,"Linux, Firewalls, SIEM, Wireshark, Penetration Testing","Linux, Firewalls, SIEM, Wireshark, Penetration Testing",Gardner Ltd,Mumbai,5+ years,3 LPA- 6 LPA,Freelance,IT,19-02-2024,closed,
290,IT Support Specialist,"Windows, Linux, Troubleshooting, Networking, Hardware","Windows, Linux, Troubleshooting, Networking, Hardware",Smith-Johnson,Kolkata,5+ years,10 LPA- 15 LPA,Freelance,IT,19-02-2024,closed,
291,Mobile App Developer,"Kotlin, Swift, Flutter, Android Studio, iOS Development","Kotlin, Swift, Flutter, Android Studio, iOS Development","Mcdonald, Smith and Wilkinson",Pune,5+ years,3 LPA- 6 LPA,Freelance,IT,20-02-2024,closed,
292,Backend Developer,"Java, Node.js, Python, Spring Boot, MongoDB, PostgreSQL","Java, Node.js, Python, Spring Boot, MongoDB, PostgreSQL",Wade-Alexander,Gurgaon,3-5 years,10 LPA- 15 LPA,Internship,IT,20-02-2024,closed,
293,Frontend Developer,"HTML, CSS, JavaScript, React.js, Angular, Vue.js","HTML, CSS, JavaScript, React.js, Angular, Vue.js",Morales-Christensen,Noida,3-5 years,6 LPA- 10 LPA,Internship,IT,20-02-2024,closed,
294,Full Stack Developer,"JavaScript, Node.js, React.js, MongoDB, Express.js, Docker","JavaScript, Node.js, React.js, MongoDB, Express.js, Docker",Hurley PLC,Pune,Fresher,15 LPA- 25 LPA,Freelance,IT,21-02-2024,closed,
295,Database Administrator,"MySQL, PostgreSQL, MongoDB, Oracle, SQL","MySQL, PostgreSQL, MongoDB, Oracle, SQL","Little, Garcia and Vargas",Mumbai,Fresher,15 LPA- 25 LPA,Internship,IT,21-02-2024,closed,
296,Frontend Developer,"HTML, CSS, JavaScript, React.js, Angular, Vue.js","HTML, CSS, JavaScript, React.js, Angular, Vue.js","Schmidt, Curtis and Hayes",Pune,Fresher,10 LPA- 15 LPA,Freelance,IT,21-02-2024,closed,
297,AI/ML Engineer,"Python, TensorFlow, PyTorch, NLP, Computer Vision, NumPy","Python, TensorFlow, PyTorch, NLP, Computer Vision, NumPy","Miller, Salinas and Lawson",Kolkata,Fresher,6 LPA- 10 LPA,Full-time,IT,21-02-2024,closed,
298,Game Developer,"C++, Unity, Unreal Engine, Game Physics, 3D Modeling","C++, Unity, Unreal Engine, Game Physics, 3D Modeling",Wyatt PLC,Bangalore,1-3 years,10 LPA- 15 LPA,Freelance,IT,23-02-2024,closed,
299,DevOps Engineer,"Linux, Jenkins, Docker, Kubernetes, AWS, Ansible","Linux, Jenkins, Docker, Kubernetes, AWS, Ansible","Hughes, Schultz and Le",Mumbai,1-3 years,10 LPA- 15 LPA,Freelance,IT,24-02-2024,closed,
300,AI/ML Engineer,"Python, TensorFlow, PyTorch, NLP, Computer Vision, NumPy","Python, TensorFlow, PyTorch, NLP, Computer Vision, NumPy",Lawson LLC,Gurgaon,5+ years,15 LPA- 25 LPA,Contract,IT,24-02-2024,closed,
301,Full Stack Developer,"JavaScript, Node.js, React.js, MongoDB, Express.js, Docker","JavaScript, Node.js, React.js, MongoDB, Express.js, Docker",Herrera Inc,Noida,Fresher,3 LPA- 6 LPA,Full-time,IT,26-02-2024,closed,
302,Database Administrator,"MySQL, PostgreSQL, MongoDB, Oracle, SQL","MySQL, PostgreSQL, MongoDB, Oracle, SQL",Clark-Morales,Noida,Fresher,3 LPA- 6 LPA,Contract,IT,27-02-2024,closed,
303,DevOps Engineer,"Linux, Jenkins, Docker, Kubernetes, AWS, Ansible","Linux, Jenkins, Docker, Kubernetes, AWS, Ansible",Diaz-Hernandez,Kolkata,1-3 years,3 LPA- 6 LPA,Full-time,IT,28-02-2024,closed,
304,Database Administrator,"MySQL, PostgreSQL, MongoDB, Oracle, SQL","MySQL, PostgreSQL, MongoDB, Oracle, SQL",Pham-Mckinney,Delhi,5+ years,6 LPA- 10 LPA,Freelance,IT,29-02-2024,closed,
305,Data Scientist,"Python, R, SQL, Pandas, NumPy, TensorFlow, Machine Learning","Python, R, SQL, Pandas, NumPy, TensorFlow, Machine Learning",Davis LLC,Remote,1-3 years,10 LPA- 15 LPA,Internship,IT,29-02-2024,closed,
306,Game Developer,"C++, Unity, Unreal Engine, Game Physics, 3D Modeling","C++, Unity, Unreal Engine, Game Physics, 3D Modeling",Kelly LLC,Delhi,1-3 years,6 LPA- 10 LPA,Full-time,IT,01-03-2024,closed,
307,Backend Developer,"Java, Node.js, Python, Spring Boot, MongoDB, PostgreSQL","Java, Node.js, Python, Spring Boot, MongoDB, PostgreSQL","Weaver, Johnson and Miller",Kolkata,Fresher,3 LPA- 6 LPA,Internship,IT,01-03-2024,closed,
308,AI/ML Engineer,"Python, TensorFlow, PyTorch, NLP, Computer Vision, NumPy","Python, TensorFlow, PyTorch, NLP, Computer Vision, NumPy",Chung PLC,Chennai,1-3 years,3 LPA- 6 LPA,Freelance,IT,01-03-2024,closed,
309,Game Developer,"C++, Unity, Unreal Engine, Game Physics, 3D Modeling","C++, Unity, Unreal Engine, Game Physics, 3D Modeling",Drake-Bowen,Kolkata,1-3 years,6 LPA- 10 LPA,Freelance,IT,02-03-2024,closed,
310,Network Administrator,"Networking, Cisco, Linux, Firewalls, VPNs","Networking, Cisco, Linux, Firewalls, VPNs","Benton, Montgomery and Shaw",Mumbai,Fresher,6 LPA- 10 LPA,Freelance,IT,02-03-2024,closed,
311,Cybersecurity Analyst,"Linux, Firewalls, SIEM, Wireshark, Penetration Testing","Linux, Firewalls, SIEM, Wireshark, Penetration Testing",Carter LLC,Chennai,3-5 years,10 LPA- 15 LPA,Full-time,IT,04-03-2024,closed,
312,Data Scientist,"Python, R, SQL, Pandas, NumPy, TensorFlow, Machine Learning","Python, R, SQL, Pandas, NumPy, TensorFlow, Machine Learning","Cobb, Alexander and Price",Kolkata,3-5 years,10 LPA- 15 LPA,Internship,IT,04-03-2024,closed,
313,Cloud Engineer,"AWS, Azure, GCP, Docker, Kubernetes, Terraform","AWS, Azure, GCP, Docker, Kubernetes, Terraform",Coleman PLC,Delhi,3-5 years,6 LPA- 10 LPA,Freelance,IT,04-03-2024,closed,
314,Software Engineer,"Python, Java, C++, Git, Docker, Kubernetes","Python, Java, C++, Git, Docker, Kubernetes","Hammond, Leblanc and Herrera",Gurgaon,Fresher,15 LPA- 25 LPA,Full-time,IT,05-03-2024,closed,
315,QA Engineer,"Selenium, JUnit, Postman, Manual Testing, Automation Testing","Selenium, JUnit, Postman, Manual Testing, Automation Testing","Kelly, Cooley and Grimes",Bangalore,5+ years,15 LPA- 25 LPA,Contract,IT,07-03-2024,closed,
316,Software Engineer,"Python, Java, C++, Git, Docker, Kubernetes","Python, Java, C++, Git, Docker, Kubernetes","Mckinney, Walters and Miller",Hyderabad,3-5 years,3 LPA- 6 LPA,Full-time,IT,07-03-2024,closed,
317,Mobile App Developer,"Kotlin, Swift, Flutter, Android Studio, iOS Development","Kotlin, Swift, Flutter, Android Studio, iOS Development","Carr, Wilson and Peck",Gurgaon,3-5 years,10 LPA- 15 LPA,Internship,IT,08-03-2024,closed,
318,QA Engineer,"Selenium, JUnit, Postman, Manual Testing, Automation Testing","Selenium, JUnit, Postman, Manual Testing, Automation Testing","Hernandez, Schmidt and Baker",Pune,5+ years,6 LPA- 10 LPA,Contract,IT,08-03-2024,closed,
319,Backend Developer,"Java, Node.js, Python, Spring Boot, MongoDB, PostgreSQL","Java, Node.js, Python, Spring Boot, MongoDB, PostgreSQL","Sanford, Shea and Morales",Chennai,Fresher,6 LPA- 10 LPA,Freelance,IT,08-03-2024,closed,
320,Cloud Engineer,"AWS, Azure, GCP, Docker, Kubernetes, Terraform","AWS, Azure, GCP, Docker, Kubernetes, Terraform",Walker PLC,Chennai,1-3 years,15 LPA- 25 LPA,Full-time,IT,08-03-2024,closed,
321,Frontend Developer,"HTML, CSS, JavaScript, React.js, Angular, Vue.js","HTML, CSS, JavaScript, React.js, Angular, Vue.js",Fox PLC,Gurgaon,1-3 years,3 LPA- 6 LPA,Contract,IT,09-03-2024,closed,
322,QA Engineer,"Selenium, JUnit, Postman, Manual Testing, Automation Testing","Selenium, JUnit, Postman, Manual Testing, Automation Testing",Garrison Inc,Mumbai,1-3 years,3 LPA- 6 LPA,Contract,IT,09-03-2024,closed,
323,QA Engineer,"Selenium, JUnit, Postman, Manual Testing, Automation Testing","Selenium, JUnit, Postman, Manual Testing, Automation Testing",Gill Group,Gurgaon,1-3 years,15 LPA- 25 LPA,Contract,IT,09-03-2024,closed,
324,DevOps Engineer,"Linux, Jenkins, Docker, Kubernetes, AWS, Ansible","Linux, Jenkins, Docker, Kubernetes, AWS, Ansible","Andersen, Johnson and Peck",Pune,3-5 years,6 LPA- 10 LPA,Contract,IT,09-03-2024,closed,
325,Database Administrator,"MySQL, PostgreSQL, MongoDB, Oracle, SQL","MySQL, PostgreSQL, MongoDB, Oracle, SQL",Caldwell LLC,Delhi,3-5 years,3 LPA- 6 LPA,Freelance,IT,09-03-2024,closed,
326,Frontend Developer,"HTML, CSS, JavaScript, React.js, Angular, Vue.js","HTML, CSS, JavaScript, React.js, Angular, Vue.js","Ellis, Stevenson and Smith",Bangalore,5+ years,3 LPA- 6 LPA,Freelance,IT,10-03-2024,closed,
327,Database Administrator,"MySQL, PostgreSQL, MongoDB, Oracle, SQL","MySQL, PostgreSQL, MongoDB, Oracle, SQL","Barry, Pearson and Powers",Noida,3-5 years,15 LPA- 25 LPA,Internship,IT,10-03-2024,closed,
328,Software Engineer,"Python, Java, C++, Git, Docker, Kubernetes","Python, Java, C++, Git, Docker, Kubernetes","Wiggins, Flores and Blackwell",Chennai,1-3 years,10 LPA- 15 LPA,Full-time,IT,11-03-2024,closed,
329,Software Engineer,"Python, Java, C++, Git, Docker, Kubernetes","Python, Java, C++, Git, Docker, Kubernetes",Lowe Inc,Mumbai,Fresher,3 LPA- 6 LPA,Freelance,IT,12-03-2024,closed,
330,IT Support Specialist,"Windows, Linux, Troubleshooting, Networking, Hardware","Windows, Linux, Troubleshooting, Networking, Hardware",Morrow-Farrell,Noida,Fresher,10 LPA- 15 LPA,Freelance,IT,13-03-2024,closed,
331,DevOps Engineer,"Linux, Jenkins, Docker, Kubernetes, AWS, Ansible","Linux, Jenkins, Docker, Kubernetes, AWS, Ansible",Snyder-Schmitt,Chennai,3-5 years,6 LPA- 10 LPA,Full-time,IT,14-03-2024,closed,
332,Game Developer,"C++, Unity, Unreal Engine, Game Physics, 3D Modeling","C++, Unity, Unreal Engine, Game Physics, 3D Modeling","Thompson, Bradley and Lopez",Kolkata,3-5 years,3 LPA- 6 LPA,Full-time,IT,14-03-2024,closed,
333,Data Scientist,"Python, R, SQL, Pandas, NumPy, TensorFlow, Machine Learning","Python, R, SQL, Pandas, NumPy, TensorFlow, Machine Learning","Herrera, Kelley and Lee",Mumbai,3-5 years,15 LPA- 25 LPA,Internship,IT,14-03-2024,closed,
334,Cybersecurity Analyst,"Linux, Firewalls, SIEM, Wireshark, Penetration Testing","Linux, Firewalls, SIEM, Wireshark, Penetration Testing",Saunders-Barber,Mumbai,3-5 years,15 LPA- 25 LPA,Full-time,IT,17-03-2024,closed,
335,QA Engineer,"Selenium, JUnit, Postman, Manual Testing, Automation Testing","Selenium, JUnit, Postman, Manual Testing, Automation Testing","Lee, Brown and Wilson",Noida,5+ years,3 LPA- 6 LPA,Full-time,IT,17-03-2024,closed,
336,Mobile App Developer,"Kotlin, Swift, Flutter, Android Studio, iOS Development","Kotlin, Swift, Flutter, Android Studio, iOS Development","Mason, Williams and King",Bangalore,Fresher,15 LPA- 25 LPA,Freelance,IT,17-03-2024,closed,
337,Full Stack Developer,"JavaScript, Node.js, React.js, MongoDB, Express.js, Docker","JavaScript, Node.js, React.js, MongoDB, Express.js, Docker","Cabrera, Wilson and Cook",Remote,1-3 years,3 LPA- 6 LPA,Contract,IT,19-03-2024,closed,
338,Cybersecurity Analyst,"Linux, Firewalls, SIEM, Wireshark, Penetration Testing","Linux, Firewalls, SIEM, Wireshark, Penetration Testing",Meadows PLC,Noida,3-5 years,10 LPA- 15 LPA,Contract,IT,21-03-2024,closed,
339,Software Engineer,"Python, Java, C++, Git, Docker, Kubernetes","Python, Java, C++, Git, Docker, Kubernetes",Harper Inc,Delhi,3-5 years,6 LPA- 10 LPA,Full-time,IT,21-03-2024,closed,
340,Full Stack Developer,"JavaScript, Node.js, React.js, MongoDB, Express.js, Docker","JavaScript, Node.js, React.js, MongoDB, Express.js, Docker","Diaz, Garrett and Rowe",Hyderabad,Fresher,6 LPA- 10 LPA,Freelance,IT,22-03-2024,open,
341,Software Engineer,"Python, Java, C++, Git, Docker, Kubernetes","Python, Java, C++, Git, Docker, Kubernetes",Smith Inc,Pune,Fresher,6 LPA- 10 LPA,Internship,IT,22-03-2024,open,
342,Data Scientist,"Python, R, SQL, Pandas, NumPy, TensorFlow, Machine Learning","Python, R, SQL, Pandas, NumPy, TensorFlow, Machine Learning",Carter LLC,Gurgaon,Fresher,10 LPA- 15 LPA,Freelance,IT,22-03-2024,closed,
343,Network Administrator,"Networking, Cisco, Linux, Firewalls, VPNs","Networking, Cisco, Linux, Firewalls, VPNs","Howe, Schultz and Lopez",Mumbai,3-5 years,15 LPA- 25 LPA,Freelance,IT,23-03-2024,open,
344,Game Developer,"C++, Unity, Unreal Engine, Game Physics, 3D Modeling","C++, Unity, Unreal Engine, Game Physics, 3D Modeling",Baker-Wu,Noida,3-5 years,15 LPA- 25 LPA,Contract,IT,23-03-2024,closed,
345,Database Administrator,"MySQL, PostgreSQL, MongoDB, Oracle, SQL","MySQL, PostgreSQL, MongoDB, Oracle, SQL","Hughes, Silva and Nelson",Hyderabad,3-5 years,6 LPA- 10 LPA,Full-time,IT,25-03-2024,open,
346,QA Engineer,"Selenium, JUnit, Postman, Manual Testing, Automation Testing","Selenium, JUnit, Postman, Manual Testing, Automation Testing",Kim-Parker,Kolkata,3-5 years,6 LPA- 10 LPA,Freelance,IT,25-03-2024,open,
347,Mobile App Developer,"Kotlin, Swift, Flutter, Android Studio, iOS Development","Kotlin, Swift, Flutter, Android Studio, iOS Development","Baxter, Sullivan and Clark",Chennai,Fresher,6 LPA- 10 LPA,Freelance,IT,25-03-2024,open,
348,DevOps Engineer,"Linux, Jenkins, Docker, Kubernetes, AWS, Ansible","Linux, Jenkins, Docker, Kubernetes, AWS, Ansible","Jones, Russell and Rodriguez",Remote,1-3 years,10 LPA- 15 LPA,Full-time,IT,26-03-2024,closed,
349,DevOps Engineer,"Linux, Jenkins, Docker, Kubernetes, AWS, Ansible","Linux, Jenkins, Docker, Kubernetes, AWS, Ansible",Bailey and Sons,Chennai,1-3 years,10 LPA- 15 LPA,Contract,IT,26-03-2024,closed,
350,Full Stack Developer,"JavaScript, Node.js, React.js, MongoDB, Express.js, Docker","JavaScript, Node.js, React.js, MongoDB, Express.js, Docker","Kaiser, Gutierrez and Greene",Kolkata,Fresher,15 LPA- 25 LPA,Contract,IT,26-03-2024,open,
351,Software Engineer,"Python, Java, C++, Git, Docker, Kubernetes","Python, Java, C++, Git, Docker, Kubernetes","Dixon, West and Watson",Chennai,3-5 years,15 LPA- 25 LPA,Freelance,IT,27-03-2024,closed,
352,Full Stack Developer,"JavaScript, Node.js, React.js, MongoDB, Express.js, Docker","JavaScript, Node.js, React.js, MongoDB, Express.js, Docker",Odom-Fletcher,Chennai,1-3 years,3 LPA- 6 LPA,Internship,IT,29-03-2024,closed,
353,Software Engineer,"Python, Java, C++, Git, Docker, Kubernetes","Python, Java, C++, Git, Docker, Kubernetes",Matthews-Rivera,Pune,3-5 years,3 LPA- 6 LPA,Freelance,IT,29-03-2024,open,
354,Frontend Developer,"HTML, CSS, JavaScript, React.js, Angular, Vue.js","HTML, CSS, JavaScript, React.js, Angular, Vue.js",Ross-Calderon,Noida,5+ years,6 LPA- 10 LPA,Internship,IT,29-03-2024,closed,
355,DevOps Engineer,"Linux, Jenkins, Docker, Kubernetes, AWS, Ansible","Linux, Jenkins, Docker, Kubernetes, AWS, Ansible",Bowers-Francis,Gurgaon,5+ years,15 LPA- 25 LPA,Contract,IT,29-03-2024,open,
356,Full Stack Developer,"JavaScript, Node.js, React.js, MongoDB, Express.js, Docker","JavaScript, Node.js, React.js, MongoDB, Express.js, Docker",Brown Ltd,Kolkata,Fresher,10 LPA- 15 LPA,Contract,IT,30-03-2024,closed,
357,Cybersecurity Analyst,"Linux, Firewalls, SIEM, Wireshark, Penetration Testing","Linux, Firewalls, SIEM, Wireshark, Penetration Testing","Cortez, Potter and Flores",Noida,1-3 years,3 LPA- 6 LPA,Internship,IT,30-03-2024,open,
358,Data Scientist,"Python, R, SQL, Pandas, NumPy, TensorFlow, Machine Learning","Python, R, SQL, Pandas, NumPy, TensorFlow, Machine Learning","Montoya, Wheeler and Park",Kolkata,3-5 years,15 LPA- 25 LPA,Freelance,IT,31-03-2024,closed,
359,Mobile App Developer,"Kotlin, Swift, Flutter, Android Studio, iOS Development","Kotlin, Swift, Flutter, Android Studio, iOS Development",Sanchez and Sons,Noida,Fresher,10 LPA- 15 LPA,Internship,IT,01-04-2024,open,
360,Mobile App Developer,"Kotlin, Swift, Flutter, Android Studio, iOS Development","Kotlin, Swift, Flutter, Android Studio, iOS Development",Hale Ltd,Bangalore,1-3 years,3 LPA- 6 LPA,Internship,IT,01-04-2024,closed,
361,Frontend Developer,"HTML, CSS, JavaScript, React.js, Angular, Vue.js","HTML, CSS, JavaScript, React.js, Angular, Vue.js",Stephenson Ltd,Hyderabad,Fresher,6 LPA- 10 LPA,Full-time,IT,01-04-2024,closed,
362,AI/ML Engineer,"Python, TensorFlow, PyTorch, NLP, Computer Vision, NumPy","Python, TensorFlow, PyTorch, NLP, Computer Vision, NumPy",Williams-Charles,Kolkata,5+ years,15 LPA- 25 LPA,Contract,IT,01-04-2024,open,
363,Software Engineer,"Python, Java, C++, Git, Docker, Kubernetes","Python, Java, C++, Git, Docker, Kubernetes","Howard, Murphy and Baker",Hyderabad,3-5 years,3 LPA- 6 LPA,Freelance,IT,03-04-2024,closed,
364,DevOps Engineer,"Linux, Jenkins, Docker, Kubernetes, AWS, Ansible","Linux, Jenkins, Docker, Kubernetes, AWS, Ansible","Smith, Jackson and Noble",Remote,5+ years,6 LPA- 10 LPA,Internship,IT,03-04-2024,open,
365,Frontend Developer,"HTML, CSS, JavaScript, React.js, Angular, Vue.js","HTML, CSS, JavaScript, React.js, Angular, Vue.js","White, King and Jackson",Gurgaon,5+ years,3 LPA- 6 LPA,Full-time,IT,03-04-2024,closed,
366,AI/ML Engineer,"Python, TensorFlow, PyTorch, NLP, Computer Vision, NumPy","Python, TensorFlow, PyTorch, NLP, Computer Vision, NumPy",Davis LLC,Noida,Fresher,6 LPA- 10 LPA,Contract,IT,04-04-2024,open,
367,QA Engineer,"Selenium, JUnit, Postman, Manual Testing, Automation Testing","Selenium, JUnit, Postman, Manual Testing, Automation Testing",Adams-Bauer,Gurgaon,3-5 years,6 LPA- 10 LPA,Contract,IT,05-04-2024,closed,
368,Database Administrator,"MySQL, PostgreSQL, MongoDB, Oracle, SQL","MySQL, PostgreSQL, MongoDB, Oracle, SQL",Johnson PLC,Pune,1-3 years,3 LPA- 6 LPA,Internship,IT,06-04-2024,open,
369,Full Stack Developer,"JavaScript, Node.js, React.js, MongoDB, Express.js, Docker","JavaScript, Node.js, React.js, MongoDB, Express.js, Docker","Howard, Wilcox and Campbell",Noida,1-3 years,10 LPA- 15 LPA,Freelance,IT,09-04-2024,open,
370,DevOps Engineer,"Linux, Jenkins, Docker, Kubernetes, AWS, Ansible","Linux, Jenkins, Docker, Kubernetes, AWS, Ansible","Russell, Johnston and Davenport",Noida,1-3 years,15 LPA- 25 LPA,Freelance,IT,10-04-2024,closed,
371,Backend Developer,"Java, Node.js, Python, Spring Boot, MongoDB, PostgreSQL","Java, Node.js, Python, Spring Boot, MongoDB, PostgreSQL","Green, Diaz and Flores",Delhi,1-3 years,6 LPA- 10 LPA,Internship,IT,10-04-2024,open,
372,Cybersecurity Analyst,"Linux, Firewalls, SIEM, Wireshark, Penetration Testing","Linux, Firewalls, SIEM, Wireshark, Penetration Testing",Ramirez-Page,Mumbai,1-3 years,15 LPA- 25 LPA,Freelance,IT,11-04-2024,open,
373,Software Engineer,"Python, Java, C++, Git, Docker, Kubernetes","Python, Java, C++, Git, Docker, Kubernetes","Mathis, King and Odonnell",Hyderabad,5+ years,10 LPA- 15 LPA,Freelance,IT,11-04-2024,open,
374,Backend Developer,"Java, Node.js, Python, Spring Boot, MongoDB, PostgreSQL","Java, Node.js, Python, Spring Boot, MongoDB, PostgreSQL","Foster, Larsen and Collier",Remote,5+ years,3 LPA- 6 LPA,Internship,IT,11-04-2024,closed,
375,Network Administrator,"Networking, Cisco, Linux, Firewalls, VPNs","Networking, Cisco, Linux, Firewalls, VPNs",Murray and Sons,Gurgaon,Fresher,3 LPA- 6 LPA,Full-time,IT,11-04-2024,open,
376,Backend Developer,"Java, Node.js, Python, Spring Boot, MongoDB, PostgreSQL","Java, Node.js, Python, Spring Boot, MongoDB, PostgreSQL",Wilson-Brown,Gurgaon,5+ years,3 LPA- 6 LPA,Contract,IT,11-04-2024,closed,
